pway	onto	desc	dir	sum	pval	padj	l_in	l_out	l_pway	idx	leading_edge
HP:0000364	DPs	Hearing abnormality	cause	-3.1181731933	9.86206775338191e-05	0.0513534028785821	201	442	1358	5275	GMPPB(rs7628207),DCC(rs12968428),FOXP2(rs12672683),SLC39A8(rs13107325),PRPF3(rs2797653),VPS33B(rs8026678),KIF15(rs10514710),DDB2(rs3758667),EYS(rs354365),ANKRD11(rs3114881),GATB(rs9998462),CTNND1(rs80304923),GALNS(rs12598981),PIEZO1(rs9925171),CDH11(rs973199),CRYM(rs226059),EYS(rs961518),DMXL2(rs4775950),PDE1C(rs10233473),USH2A(rs185920786),PRDM16(rs4648456),ITGB6(rs72623113),TNRC6B(rs62236842),RPL11(rs2280437),SEMA3C(rs7797670)
HP:0000365	DPs	Hearing impairment	cause	-3.0720641433	0.000102524539908438	0.0513534028785821	197	446	1340	4269	GMPPB(rs7628207),DCC(rs12968428),FOXP2(rs12672683),SLC39A8(rs13107325),PRPF3(rs2797653),VPS33B(rs8026678),KIF15(rs10514710),DDB2(rs3758667),EYS(rs354365),ANKRD11(rs3114881),GATB(rs9998462),CTNND1(rs80304923),GALNS(rs12598981),PIEZO1(rs9925171),CDH11(rs973199),CRYM(rs226059),EYS(rs961518),DMXL2(rs4775950),PDE1C(rs10233473),USH2A(rs185920786),PRDM16(rs4648456),ITGB6(rs72623113),TNRC6B(rs62236842),RPL11(rs2280437),SEMA3C(rs7797670)
HP:0007367	DPs	Atrophy/Degeneration affecting the central nervous system	cause	-2.094638223	0.000135791746550755	0.0612149193450804	121	522	744	5443	GMPPB(rs7628207),FOXP2(rs12672683),TARS2(rs7553867),SLC39A8(rs13107325),PCCB(rs9812513),ERBB4(rs72948529),DPYD(rs61787778),DDB2(rs3758667),DHX30(rs13079407),TMX2(rs71460549),CLP1(rs7117878),RARS2(rs2295086),DMXL2(rs4775950),GOLGA2(rs79027662),USH2A(rs185920786),PRDM16(rs4648456),SLC12A5(rs9074),CPT1C(rs721885),WDR73(rs2271432),MYT1L(rs12328008),ADNP(rs2426212),CDH23(rs7070424),DPM1(rs2426213),ERBB4(rs72939861),RTEL1(rs3787089)
HP:0000549	DPs	Abnormal conjugate eye movement	cause	-2.438759114	0.000158869978293013	0.0651078056495366	148	495	1003	9352	GMPPB(rs7628207),DCC(rs12968428),FOXP2(rs12672683),SLC39A8(rs13107325),TCF4(rs613872),KIF15(rs10514710),DPYD(rs61787778),DDB2(rs3758667),LRMDA(rs11001595),NBAS(rs56023655),DHX30(rs13079407),ANKRD11(rs3114881),NRXN1(rs17476536),CLP1(rs7117878),CDH11(rs973199),COG3(rs2985983),DMXL2(rs4775950),LRMDA(rs10450306),GOLGA2(rs79027662),PRDM16(rs4648456),RPL11(rs2280437),WDR73(rs2271432),CAMK2G(rs7098444),ADNP(rs2426212),WDPCP(rs6710230)
HP:0012444	DPs	Brain atrophy	cause	-1.92801962	0.00021367430957811	0.080237242890238	110	533	669	2144	GMPPB(rs7628207),FOXP2(rs12672683),TARS2(rs7553867),SLC39A8(rs13107325),PCCB(rs9812513),DPYD(rs61787778),DDB2(rs3758667),DHX30(rs13079407),TMX2(rs71460549),CLP1(rs7117878),RARS2(rs2295086),DMXL2(rs4775950),GOLGA2(rs79027662),USH2A(rs185920786),PRDM16(rs4648456),SLC12A5(rs9074),WDR73(rs2271432),MYT1L(rs12328008),ADNP(rs2426212),CDH23(rs7070424),DPM1(rs2426213),RTEL1(rs3787089),COX11(rs17817950),WWOX(rs12828),STUB1(rs78410329)
HP:0001881	DPs	Abnormal leukocyte morphology	pleio	1.34980726	0.00022796524094346	0.170307022306503	56	342	541	10728	RPS26(rs1131017),ERBB3(rs7297175),BLOC1S6(rs4337250),NPC1(rs891386),TCN2(rs2240433),PRTN3(rs631822),NFKB2(rs12772374),DOCK2(rs77558278),PML(rs743581),ASXL1(rs8182876),IL7R(rs7717955),RPL27(rs1567832),SETBP1(rs7243770),RNASEH2C(rs4645932),FANCD2(rs73016516),STAT5B(rs6503691),BANK1(rs77079938),BRCA1(rs8176310),MSH2(rs7601652),ASXL1(rs2295762),TCF4(rs73492933),ATM(rs228595),SF3B1(rs699318),SGCG(rs147309932),STAT3(rs17884004)
HP:0000501	DPs	Glaucoma	cause	-1.142423909	0.000244019115636068	0.080237242890238	57	586	329	8260	GMPPB(rs7628207),TRAIP(rs62260723),PRPF3(rs2797653),DAG1(rs9871024),EYS(rs354365),CDH11(rs973199),EYS(rs961518),SH3PXD2B(rs2163790),USH2A(rs185920786),RPL11(rs2280437),CSGALNACT1(rs7011587),PTPN22(rs9429730),SEC24C(rs10824032),BDNF(rs11030102),STUB1(rs78410329),PXDN(rs12994167),HLA-DRB1(rs575662827),HLA-DRB1(rs145244672),RGR(rs11200945),PRPF6(rs147176547),TGFB1(rs75621460),RREB1(rs55792466),PRR12(rs77535345),HLA-DRB1(rs71540412),DHDDS(rs3127011)
HP:0002059	DPs	Cerebral atrophy	cause	-1.690215863	0.000249183984131174	0.080237242890238	93	550	578	9696	GMPPB(rs7628207),TARS2(rs7553867),SLC39A8(rs13107325),PCCB(rs9812513),DPYD(rs61787778),DDB2(rs3758667),DHX30(rs13079407),TMX2(rs71460549),CLP1(rs7117878),RARS2(rs2295086),DMXL2(rs4775950),GOLGA2(rs79027662),USH2A(rs185920786),PRDM16(rs4648456),SLC12A5(rs9074),WDR73(rs2271432),MYT1L(rs12328008),ADNP(rs2426212),CDH23(rs7070424),DPM1(rs2426213),RTEL1(rs3787089),WWOX(rs12828),STUB1(rs78410329),STX1B(rs9926533),CAMTA1(rs77382329)
HP:0001872	DPs	Abnormality of thrombocytes	pleio	1.161604496	0.000260100795496393	0.170307022306503	44	354	416	10419	RPS26(rs1131017),ERBB3(rs7297175),BLOC1S6(rs4337250),TCN2(rs2240433),NFKB2(rs12772374),DOCK2(rs77558278),PML(rs743581),ASXL1(rs8182876),IL7R(rs7717955),RPL27(rs1567832),TBXA2R(rs2238632),HPS6(rs3737243),RNASEH2C(rs4645932),FANCD2(rs73016516),STAT5B(rs6503691),BANK1(rs77079938),BRCA1(rs8176310),ASXL1(rs2295762),ABCA1(rs13292447),SF3B1(rs699318),FARS2(rs7742603),STAT3(rs17884004),BRAF(rs77207598),DOCK2(rs11740661),CISD2(rs113827356)
HP:0010987	DPs	Abnormal cellular immune system morphology	pleio	1.34980726	0.000267497940795555	0.170307022306503	56	342	541	5478	RPS26(rs1131017),ERBB3(rs7297175),BLOC1S6(rs4337250),NPC1(rs891386),TCN2(rs2240433),PRTN3(rs631822),NFKB2(rs12772374),DOCK2(rs77558278),PML(rs743581),ASXL1(rs8182876),IL7R(rs7717955),RPL27(rs1567832),SETBP1(rs7243770),RNASEH2C(rs4645932),FANCD2(rs73016516),STAT5B(rs6503691),BANK1(rs77079938),BRCA1(rs8176310),MSH2(rs7601652),ASXL1(rs2295762),TCF4(rs73492933),ATM(rs228595),SF3B1(rs699318),SGCG(rs147309932),STAT3(rs17884004)
HP:0002118	DPs	Abnormal cerebral ventricle morphology	cause	-1.9491376475	0.000271939602483536	0.0817269151997187	114	529	797	855	GMPPB(rs7628207),TRAIP(rs62260723),DCC(rs12968428),SLC39A8(rs13107325),TCF4(rs613872),DAG1(rs9871024),CTNNA2(rs1434077),DHX30(rs13079407),SMARCC1(rs7649393),ANKRD11(rs3114881),TMX2(rs71460549),CLP1(rs7117878),PRDM16(rs4648456),CSGALNACT1(rs7011587),WDR73(rs2271432),MYT1L(rs12328008),ADNP(rs2426212),SEC24C(rs10824032),DPM1(rs2426213),CEP135(rs80157196),RTEL1(rs3787089),RFWD3(rs58136167),IGF2(rs3213229),DCC(rs77702046),ALPK3(rs891286)
HP:0001347	DPs	Hyperreflexia	cause	-1.8657043315	0.000343380908021514	0.0892280002853364	107	536	693	1777	GMPPB(rs7628207),DCC(rs12968428),SLC39A8(rs13107325),PRPF3(rs2797653),ERBB4(rs72948529),DPYD(rs61787778),CTNNA2(rs1434077),EYS(rs354365),TMX2(rs71460549),CLP1(rs7117878),TRAF3(rs8006649),RARS2(rs2295086),EYS(rs961518),GOLGA2(rs79027662),USH2A(rs185920786),KCND3(rs197422),CPT1C(rs721885),WDR73(rs2271432),DPM1(rs2426213),ERBB4(rs72939861),IFRD1(rs3128392),CEP135(rs80157196),SCYL1(rs947791),RFWD3(rs58136167),COX11(rs17817950)
HP:0030112	DPs	Abnormal muscle fiber alpha dystroglycan	cause	-0.189459142	0.000355373529246186	0.0892280002853364	3	640	8	1589	GMPPB(rs7628207),DAG1(rs9871024),POMT2(rs2270421)
HP:0030046	DPs	Hypoglycosylation of alpha-dystroglycan	cause	-0.189459142	0.000356278616933464	0.0892280002853364	3	640	7	4031	GMPPB(rs7628207),DAG1(rs9871024),POMT2(rs2270421)
HP:0032251	DPs	Abnormal immune system morphology	pleio	1.38244033	0.000360546888944419	0.196755587966812	59	339	566	10924	RPS26(rs1131017),ERBB3(rs7297175),BLOC1S6(rs4337250),NPC1(rs891386),TCN2(rs2240433),PRTN3(rs631822),NFKB2(rs12772374),DOCK2(rs77558278),PML(rs743581),ASXL1(rs8182876),IL7R(rs7717955),RPL27(rs1567832),SETBP1(rs7243770),NTRK1(rs2644600),RNASEH2C(rs4645932),FANCD2(rs73016516),STAT5B(rs6503691),BANK1(rs77079938),BRCA1(rs8176310),MSH2(rs7601652),ASXL1(rs2295762),TCF4(rs73492933),ATM(rs228595),SF3B1(rs699318),SGCG(rs147309932)
HP:0030099	DPs	Reduced muscle fiber alpha dystroglycan	cause	-0.189459142	0.000413209615919616	0.0980394183455594	3	640	7	3118	GMPPB(rs7628207),DAG1(rs9871024),POMT2(rs2270421)
HP:0012131	DPs	Abnormal number of erythroid precursors	pleio	0.498572915	0.000423433923345883	0.202189698397659	11	387	49	3556	RPS26(rs1131017),ERBB3(rs7297175),TCN2(rs2240433),RPL27(rs1567832),SF3B1(rs699318),RPL35(rs3818761),EPO(rs77450727),SLC11A2(rs224446),TCN2(rs16988828),CDIN1(rs141055667),LARS2(rs62244086)
HP:0003707	DPs	Calf muscle pseudohypertrophy	cause	-0.240172943	0.000448850985916745	0.101171012225634	5	638	14	5469	GMPPB(rs7628207),DAG1(rs9871024),ANO5(rs6483833),POMT2(rs2270421),SGCA(rs55711850)
HP:0010663	DPs	Abnormal thalamus morphology	cause	-0.254617292	0.000529897220925169	0.113751270091936	6	637	45	3557	GMPPB(rs7628207),DCC(rs12968428),DCC(rs77702046),PIK3C2A(rs36120454),CLN3(rs117488909),POMT2(rs2270421)
HP:0034684	DPs	Abnormal enzyme concentration or activity	pleio	1.337350342	0.000575656019880081	0.244333999549101	57	341	599	7681	SUOX(rs1081975),RPS26(rs1131017),NPC1(rs891386),NFKB2(rs12772374),COX5A(rs12148513),DOCK2(rs77558278),FAM20C(rs142807746),CP(rs34654392),ASXL1(rs8182876),RPL27(rs1567832),RHAG(rs2396912),SLC9A3(rs72700688),DCDC2(rs9295620),COG8(rs72795282),RNASEH2C(rs4645932),SLC51A(rs17852687),BRCA1(rs8176310),ASXL1(rs2295762),SLCO1B1(rs71446757),DAG1(rs143719425),CNOT1(rs950844),TCF4(rs73492933),SLC25A13(rs10156143),TRIM32(rs76973802),ATM(rs228595)
HP:0000481	DPs	Abnormal cornea morphology	cause	-1.720186483	0.000647211862560396	0.13261959438283	98	545	627	5900	GMPPB(rs7628207),SLC39A8(rs13107325),PRPF3(rs2797653),TCF4(rs613872),DAG1(rs9871024),DPYD(rs61787778),DDB2(rs3758667),EYS(rs354365),ANKRD11(rs3114881),APOB(rs1469513),GALNS(rs12598981),CDH11(rs973199),EYS(rs961518),DST(rs9475709),SH3PXD2B(rs2163790),USH2A(rs185920786),WDR73(rs2271432),PTPN22(rs9429730),ADNP(rs2426212),WDPCP(rs6710230),SEC24C(rs10824032),RFWD3(rs58136167),SERPING1(rs4926),CAMTA1(rs77382329),PXDN(rs12994167)
HP:0002275	DPs	Poor motor coordination	cause	-0.482147672	0.000704598727536555	0.138101350597165	18	625	74	1507	GMPPB(rs7628207),DCC(rs12968428),FOXP2(rs12672683),STX1B(rs9926533),DCC(rs77702046),CAMTA1(rs77382329),MMACHC(rs9729395),GNE(rs4878648),ZEB2(rs3806475),HTT(rs59613878),SCN2A(rs1867864),FOXP2(rs150881729),ALMS1(rs116614177),GNE(rs7044157),CAMTA1(rs117971591),CLN3(rs117488909),FOXP2(rs79789860),POMT2(rs2270421)
HP:0033100	DPs	Increased proteinogenic amino acid level in urine	pleio	0.2184167	0.000767967395602056	0.293363545119985	2	396	39	1841	SUOX(rs1081975),PRODH(rs1814288)
HP:0006749	DPs	Malignant gastrointestinal tract tumors	cause	-0.36198448	0.000806464491607978	0.149039427813876	11	632	61	10015	DCC(rs12968428),TCF4(rs613872),MAD1L1(rs56016347),RPL11(rs2280437),DCC(rs77702046),RAD54B(rs2919668),WRN(rs2725385),MUTYH(rs3219489),MSH6(rs78888036),MLH3(rs108621),RPL9(rs2687958)
HP:0000054	DPs	Micropenis	cause	-0.739351034	0.000826527439074289	0.149039427813876	33	610	234	9660	GMPPB(rs7628207),DCC(rs12968428),TCF4(rs613872),CDH11(rs973199),DMXL2(rs4775950),PROK2(rs10779992),ALX4(rs7118653),WWOX(rs12828),DCC(rs77702046),SIM1(rs423823),MADD(rs74236439),GNRH1(rs6185),TOE1(rs3219463),FGFR1(rs78403306),ZEB2(rs3806475),SETBP1(rs1868755),PNPLA6(rs10417594),DHDDS(rs3127011),FEZF1(rs58938116),CTU2(rs6500490),FANCL(rs848286),STT3A(rs563117),SCN2A(rs1867864),B9D2(rs11466310),CDC42BPB(rs3818287)
HP:0000413	DPs	Atresia of the external auditory canal	pleio	0.35821158	0.000872705906750078	0.303066960344118	6	392	46	10662	RPS26(rs1131017),ERBB3(rs7297175),TBC1D24(rs113480613),GMNN(rs2307300),TP63(rs75664567),GLI3(rs6974454)
HP:0011100	DPs	Intestinal atresia	cause	-0.1740488	0.000885165157796026	0.151001941466799	3	640	54	4583	GMPPB(rs7628207),RFWD3(rs58136167),FGFR1(rs78403306)
HP:0002465	DPs	Poor speech	cause	-0.713748727	0.000943308116185673	0.151001941466799	32	611	168	315	GMPPB(rs7628207),FOXP2(rs12672683),SLC39A8(rs13107325),DAG1(rs9871024),KIF15(rs10514710),SLC35A1(rs2300905),PRDM16(rs4648456),WDR73(rs2271432),CAMK2G(rs7098444),NUBPL(rs1952896),PLCH1(rs4234307),FGFR1(rs78403306),ZEB2(rs3806475),PIGH(rs75058942),FOXP2(rs150881729),NUBPL(rs113946067),MMP23B(rs192679506),NAGS(rs55708447),NDUFA6(rs5751211),SASS6(rs688818),RAC1(rs34566236),MED13L(rs10850591),TMEM106B(rs71529336),EXT2(rs116992128),STIL(rs140576426)
HP:0002058	DPs	Myopathic facies	cause	-0.20013736	0.000949042970034673	0.151001941466799	4	639	45	2807	GMPPB(rs7628207),DMXL2(rs4775950),MYL1(rs7592060),MYL2(rs3825389)
HP:0002672	DPs	Gastrointestinal carcinoma	cause	-0.36198448	0.000971396695327678	0.151001941466799	11	632	61	10689	DCC(rs12968428),TCF4(rs613872),MAD1L1(rs56016347),RPL11(rs2280437),DCC(rs77702046),RAD54B(rs2919668),WRN(rs2725385),MUTYH(rs3219489),MSH6(rs78888036),MLH3(rs108621),RPL9(rs2687958)
HP:0030089	DPs	Abnormal muscle fiber protein expression	cause	-0.196387022	0.00105367482134474	0.155763418921314	4	639	25	11074	GMPPB(rs7628207),DAG1(rs9871024),LMNA(rs11578696),POMT2(rs2270421)
HP:0009055	DPs	Generalized limb muscle atrophy	cause	-0.1742342	0.00110604932322923	0.155763418921314	3	640	15	6449	GMPPB(rs7628207),SCYL1(rs947791),PNPLA6(rs10417594)
HP:0100834	DPs	Neoplasm of the large intestine	cause	-0.35579828	0.00111283729437301	0.155763418921314	11	632	98	8867	DCC(rs12968428),TCF4(rs613872),MAD1L1(rs56016347),RPL11(rs2280437),DCC(rs77702046),RAD54B(rs2919668),MUTYH(rs3219489),HABP2(rs2419842),MSH6(rs78888036),MLH3(rs108621),RPL9(rs2687958)
HP:0002538	DPs	Abnormal cerebral cortex morphology	cause	-1.819595544	0.00114023798234325	0.155763418921314	108	535	665	10114	GMPPB(rs7628207),TRAIP(rs62260723),SLC39A8(rs13107325),TCF4(rs613872),VPS33B(rs8026678),DAG1(rs9871024),DDB2(rs3758667),CTNNA2(rs1434077),TMX2(rs71460549),CLP1(rs7117878),RARS2(rs2295086),DMXL2(rs4775950),GOLGA2(rs79027662),USH2A(rs185920786),PRDM16(rs4648456),WDR73(rs2271432),CDH23(rs7070424),DPM1(rs2426213),FRMD5(rs524908),CEP135(rs80157196),RTEL1(rs3787089),WWOX(rs12828),STUB1(rs78410329),STX1B(rs9926533),CAMTA1(rs77382329)
HP:0001903	DPs	Anemia	pleio	1.251970038	0.00121391312708829	0.378141830139027	53	345	528	3254	RPS26(rs1131017),ERBB3(rs7297175),SLC25A21(rs1403),TCN2(rs2240433),NFKB2(rs12772374),PML(rs743581),CP(rs34654392),ASXL1(rs8182876),IL7R(rs7717955),RPL27(rs1567832),RHAG(rs2396912),DCDC2(rs9295620),NEK8(rs12952249),IREB2(rs11072765),NTRK1(rs2644600),FANCD2(rs73016516),STAT5B(rs6503691),BANK1(rs77079938),BRCA1(rs8176310),ASXL1(rs2295762),ABCA1(rs13292447),SLC25A13(rs10156143),PHF21A(rs11038765),SF3B1(rs699318),FARS2(rs7742603)
HP:0000486	DPs	Strabismus	cause	-2.23020237	0.00125215407693929	0.165203698059534	137	506	971	10154	GMPPB(rs7628207),FOXP2(rs12672683),SLC39A8(rs13107325),TCF4(rs613872),KIF15(rs10514710),DPYD(rs61787778),DDB2(rs3758667),LRMDA(rs11001595),NBAS(rs56023655),DHX30(rs13079407),ANKRD11(rs3114881),NRXN1(rs17476536),CLP1(rs7117878),CDH11(rs973199),COG3(rs2985983),DMXL2(rs4775950),LRMDA(rs10450306),GOLGA2(rs79027662),PRDM16(rs4648456),RPL11(rs2280437),WDR73(rs2271432),CAMK2G(rs7098444),ADNP(rs2426212),WDPCP(rs6710230),SEC24C(rs10824032)
HP:0003551	DPs	Difficulty climbing stairs	cause	-0.282132863	0.00128263740729452	0.165203698059534	8	635	51	11187	GMPPB(rs7628207),DAG1(rs9871024),ANO5(rs6483833),RYR3(rs35945042),SPEG(rs4674406),DNAJB6(rs143332396),POMT2(rs2270421),SGCA(rs55711850)
HP:0004808	DPs	Acute myeloid leukemia	pleio	0.466557422	0.00128687010256737	0.378141830139027	11	387	70	7563	RPS26(rs1131017),ERBB3(rs7297175),ASXL1(rs8182876),RPL27(rs1567832),ASXL1(rs2295762),SF3B1(rs699318),RPL35(rs3818761),RUNX1(rs149331216),RUNX1(rs149331216),SRP19(rs460137),CLPB(rs79345250)
HP:0001549	DPs	Abnormal ileum morphology	cause	-0.1865295	0.00139680256679759	0.174910721420098	4	639	33	6583	GMPPB(rs7628207),RFWD3(rs58136167),FGFR1(rs78403306),FANCL(rs848286)
HP:0000750	DPs	Delayed speech and language development	cause	-2.4732285728	0.00147395764925645	0.175493071749311	155	488	918	7322	GMPPB(rs7628207),DCC(rs12968428),FOXP2(rs12672683),TCF4(rs613872),DAG1(rs9871024),KIF15(rs10514710),DPYD(rs61787778),CTNNA2(rs1434077),DHX30(rs13079407),ANKRD11(rs3114881),CLP1(rs7117878),RARS2(rs2295086),COG3(rs2985983),GOLGA2(rs79027662),PRDM16(rs4648456),TNRC6B(rs62236842),TNIK(rs9855285),WDR73(rs2271432),MYT1L(rs12328008),CAMK2G(rs7098444),ADNP(rs2426212),WDPCP(rs6710230),SETD1A(rs4889603),GRIN2B(rs7134291),ZMYND11(rs2496278)
HP:0003388	DPs	Easy fatigability	cause	-0.316522619	0.00147931160746979	0.175493071749311	10	633	77	4533	GMPPB(rs7628207),DCC(rs12968428),CDH23(rs7070424),DCC(rs77702046),TGFB1(rs75621460),CDH23(rs3998530),MYL2(rs3825389),SCN4A(rs72851170),AIP(rs35787427),STIM1(rs139546951)
HP:0001421	DPs	Abnormality of the musculature of the hand	pleio	0.4224696799	0.00150863356635	0.378962298250852	9	389	115	6745	RPS26(rs1131017),SLC25A21(rs1403),GBF1(rs12779853),RPL27(rs1567832),SCN4A(rs41280108),REEP1(rs74800771),RPL35(rs3818761),ADAMTS15(rs150644010),MUSK(rs117649083)
