pway	onto	desc	dir	sum	pval	padj	l_in	l_out	l_pway	idx	leading_edge
GO:0000407	GOCC	phagophore assembly site	pleio	0.367646542	0.00167643202151144	0.250628661663913	7	1776	38	43	ILRUN(rs6907508),ATG14(rs946059),ULK3(rs2290573),RB1CC1(rs57986088),NBR1(rs71379212),ATG16L1(rs13021302),STX12(rs57099027)
GO:0030667	GOCC	secretory granule membrane	pleio	0.963314815	0.00182871627738548	0.250628661663913	32	1751	318	689	RAB5B(rs705699),ADGRG3(rs7190038),CHRNB4(rs2904130),LGALS3(rs1009978),ITGAL(rs4243233),FLOT2(rs6505095),EXOC3(rs11749327),PHACTR2(rs9403513),NFAM1(rs2413687),ADGRE3(rs111999526),RAB5C(rs9889776),IGF2R(rs73021669),PTPRN2(rs117491364),RND2(rs73311417),AZU1(rs28631597),ITPR2(rs78324748),SPACA3(rs1557752),PTPRN2(rs28788559),SCAMP1(rs67689570),CPNE1(rs7273815),LHFPL2(rs7700390),SYNGR1(rs118065135),MANBA(rs77985169),HMOX2(rs4786499),PAM(rs115413967)
GO:0098683	GOCC	cochlear hair cell ribbon synapse	cause	-0.1746922	0.0018408150618769	0.0844729578394622	3	2550	2	564	BSN(rs9883000),CDH23(rs7070424),CDH23(rs3998530)
GO:1903561	GOCC	extracellular vesicle	pleio	4.4026597551	0.0018796992481203	0.250628661663913	220	1563	2127	396	RAB5B(rs705699),RPS26(rs1131017),BLOC1S6(rs4337250),C8A(rs682479),LYVE1(rs11042892),CFL1(rs654638),KALRN(rs529967),C8B(rs684844),PMEL(rs2069408),NPC1(rs891386),PRTN3(rs631822),DOCK2(rs77558278),ANO1(rs875107),LGALS3(rs1009978),ITGAL(rs4243233),FLOT2(rs6505095),SCPEP1(rs8081759),FAM20C(rs142807746),MYO1C(rs2286872),MYO1D(rs56406939),SLC38A1(rs2408496),WNT7B(rs28971325),CEP250(rs224390),GPM6A(rs7677621),CP(rs34654392)
GO:0065010	GOCC	extracellular membrane-bounded organelle	pleio	4.4026597551	0.00230362193230545	0.250628661663913	220	1563	2128	705	RAB5B(rs705699),RPS26(rs1131017),BLOC1S6(rs4337250),C8A(rs682479),LYVE1(rs11042892),CFL1(rs654638),KALRN(rs529967),C8B(rs684844),PMEL(rs2069408),NPC1(rs891386),PRTN3(rs631822),DOCK2(rs77558278),ANO1(rs875107),LGALS3(rs1009978),ITGAL(rs4243233),FLOT2(rs6505095),SCPEP1(rs8081759),FAM20C(rs142807746),MYO1C(rs2286872),MYO1D(rs56406939),SLC38A1(rs2408496),WNT7B(rs28971325),CEP250(rs224390),GPM6A(rs7677621),CP(rs34654392)
GO:0098556	GOCC	cytoplasmic side of rough endoplasmic reticulum membrane	pleio	0.216599	0.00234545538990293	0.250628661663913	2	1781	5	1311	RPS26(rs1131017),RPL27(rs1567832)
GO:0098685	GOCC	Schaffer collateral - CA1 synapse	cause	-0.581129677	0.00250191978993782	0.108767670867823	24	2529	93	1830	BSN(rs9883000),DCC(rs12968428),EFNB2(rs9514543),CTNND1(rs80304923),PTPRD(rs2181158),CDH11(rs973199),STXBP4(rs4794550),DCC(rs77702046),FYN(rs78492539),PTPRD(rs10977884),PTPRS(rs116855522),INA(rs7076274),HIP1(rs62477605),ACTG1(rs1135989),PAFAH1B1(rs7212585),HIP1(rs376517032),GABRB1(rs62297848),STXBP4(rs1420525),LRRTM2(rs80333248),BCR(rs5996488),PAFAH1B1(rs74921415),ARHGDIA(rs181424923),SLC16A7(rs117288223),ROCK1(rs140760422)
GO:0098590	GOCC	plasma membrane region	cause	-3.659070014	0.00304042867033926	0.125569704085011	227	2326	1281	1084	DCC(rs12968428),SORCS3(rs3896224),SLC39A8(rs13107325),SHANK3(rs9616945),DAG1(rs9871024),GABRA1(rs980791),ERBB4(rs72948529),SNAP91(rs12202798),AJAP1(rs61765001),LIN7C(rs1131924),EFNB2(rs9514543),ATP2B2(rs58289070),NRXN1(rs17476536),PIEZO1(rs9925171),CSPG5(rs3755637),ABHD17C(rs117422098),PTPRD(rs2181158),PATJ(rs991007),DST(rs9475709),GRID1(rs2664401),AKR1A1(rs3790585),USH2A(rs185920786),LAMP5(rs2232268),ADGRB3(rs1556754),SLC26A9(rs7555534)
GO:0005579	GOCC	membrane attack complex	pleio	0.1998743	0.00365399225787779	0.28129514618054	2	1781	7	1437	C8A(rs682479),C8B(rs684844)
GO:0015030	GOCC	Cajal body	pleio	0.42076166	0.00410970052083333	0.28129514618054	10	1773	62	624	SNRPC(rs75398113),CDK2(rs2069408),ANKS1B(rs201430),NOLC1(rs7897),COIL(rs76847938),NPAT(rs612706),ANKS1B(rs7302669),SART1(rs79177013),AK6(rs28438532),ARIH1(rs62017910)
GO:0031982	GOCC	vesicle	pleio	7.7016456275	0.00413054146900049	0.28129514618054	427	1356	3999	1929	RAB5B(rs705699),RPS26(rs1131017),CAMK2B(rs62459111),BLOC1S6(rs4337250),GRIA1(rs78056779),C8A(rs682479),LYVE1(rs11042892),CFL1(rs654638),SNX32(rs654638),KALRN(rs529967),C8B(rs684844),CDK2(rs2069408),PMEL(rs2069408),LRP1(rs11172113),PRKN(rs9458264),NPC1(rs891386),RMC1(rs891386),HLA-DMA(rs580962),PACSIN1(rs6919434),ADGRG3(rs7190038),ASTN2(rs6478241),PRTN3(rs631822),CHRNB4(rs2904130),DOCK2(rs77558278),ATG14(rs946059)
GO:0098588	GOCC	bounding membrane of organelle	pleio	4.88934644757	0.00440355772584583	0.28129514618054	255	1528	2214	720	RAB5B(rs705699),RPS26(rs1131017),NCAM1(rs7947502),CAMK2B(rs62459111),MFSD1(rs6802844),GRIA1(rs78056779),IRAG1(rs11042892),PMEL(rs2069408),LRP1(rs11172113),PRKN(rs9458264),NPC1(rs891386),RMC1(rs891386),HLA-DMA(rs580962),HSD17B4(rs179193),ADGRG3(rs7190038),GBF1(rs12779853),CHRNB4(rs2904130),ATG14(rs946059),LGALS3(rs1009978),SCAMP5(rs11638576),ITGAL(rs4243233),GALNT13(rs34024634),FLOT2(rs6505095),PML(rs743581),EXOC3(rs11749327)
GO:0046930	GOCC	pore complex	pleio	0.1998743	0.00451275635583754	0.28129514618054	2	1781	26	1966	C8A(rs682479),C8B(rs684844)
GO:0070062	GOCC	extracellular exosome	pleio	4.2312385251	0.00591924046181797	0.340583989649219	216	1567	2098	1174	RAB5B(rs705699),RPS26(rs1131017),C8A(rs682479),LYVE1(rs11042892),CFL1(rs654638),KALRN(rs529967),C8B(rs684844),PMEL(rs2069408),NPC1(rs891386),PRTN3(rs631822),DOCK2(rs77558278),ANO1(rs875107),LGALS3(rs1009978),ITGAL(rs4243233),FLOT2(rs6505095),SCPEP1(rs8081759),FAM20C(rs142807746),MYO1C(rs2286872),MYO1D(rs56406939),SLC38A1(rs2408496),WNT7B(rs28971325),CEP250(rs224390),GPM6A(rs7677621),CP(rs34654392),ARHGEF12(rs7924963)
GO:0043005	GOCC	neuron projection	cause	-3.9065647556	0.00630186560179697	0.247873380337348	247	2306	1333	1506	BSN(rs9883000),DCC(rs12968428),SHANK3(rs9616945),DAG1(rs9871024),GABRA1(rs980791),MAGI2(rs67497467),PCDH9(rs1413573),CTNNA2(rs1434077),EYS(rs354365),ATP2B2(rs58289070),ZDHHC5(rs11602109),CTNND1(rs80304923),LAMA2(rs9402104),ADCY2(rs76122614),PTK7(rs6941837),ABHD17C(rs117422098),MAP4(rs1061003),OLFM1(rs11103667),PRSS12(rs74831531),EYS(rs961518),DST(rs9475709),USH2A(rs185920786),LAMP5(rs2232268),SLC12A5(rs9074),CDH13(rs9938031)
GO:0098831	GOCC	presynaptic active zone cytoplasmic component	cause	-0.23196574	0.00678034371643394	0.254571086807929	7	2546	17	1959	BSN(rs9883000),CTNND1(rs80304923),CTBP1(rs1265922),RIMS1(rs1546914),RIMS3(rs7368217),RIMS2(rs62528382),UNC13A(rs141614537)
GO:0048788	GOCC	cytoskeleton of presynaptic active zone	cause	-0.16535805	0.00720245311274335	0.258662011788087	4	2549	8	1369	BSN(rs9883000),RIMS1(rs1546914),RIMS3(rs7368217),RIMS2(rs62528382)
GO:0098802	GOCC	plasma membrane signaling receptor complex	pleio	0.609247085	0.00847884486232371	0.36567279767667	19	1764	324	245	ERBB3(rs7297175),GRIA1(rs78056779),CHRNB4(rs2904130),ITGAL(rs4243233),CHRNA3(rs2067808),CHRNA5(rs615470),GRIA1(rs56161084),INSRR(rs10908521),IL23R(rs79330259),GRIK4(rs12361023),RNF31(rs927493),ACVR1(rs140637899),CPT1C(rs116346946),CACNG2(rs75917909),TRAF5(rs61851032),TFR2(rs4729600),GRIN2A(rs1097844),EPS8(rs12708368),OLFM2(rs56989087)
GO:0060076	GOCC	excitatory synapse	cause	-0.4980194058	0.00895946065820988	0.279894786990626	22	2531	65	1446	BSN(rs9883000),ATP2B2(rs58289070),PLXNA4(rs9656410),ADGRB3(rs1556754),GRID2IP(rs74487555),CALB2(rs6499513),NLGN1(rs583514),PLXNC1(rs4761587),PDE4B(rs526772),SCN8A(rs115692430),ATP2B2(rs4684700),PDE4B(rs55824844),SLC17A6(rs7395002),GRIA1(rs143976352),GRID2(rs61686274),SLC17A7(rs73931783),LRRTM2(rs80333248),YWHAH(rs75783805),SLC16A7(rs117288223),ITGA3(rs67217944),GPM6A(rs145494020),CALB2(rs6499509)
GO:0070938	GOCC	contractile ring	cause	-0.17990628	0.00920105675503325	0.279894786990626	5	2548	11	1214	DAG1(rs9871024),PRC1(rs4508401),MAEA(rs6835521),UTRN(rs6926377),KIF20B(rs17126655)
GO:0098554	GOCC	cytoplasmic side of endoplasmic reticulum membrane	pleio	0.22458978	0.00922290201808054	0.36567279767667	4	1779	20	1051	RPS26(rs1131017),RPL27(rs1567832),SPPL3(rs12367037),DNAJA1(rs145189723)
GO:0090734	GOCC	site of DNA damage	cause	-0.441688413	0.00931906255766747	0.279894786990626	19	2534	130	1234	TRAIP(rs62260723),DDB2(rs3758667),SLF1(rs55974730),WDR76(rs1975364),DYNLL1(rs686450),RFWD3(rs58136167),INTS3(rs9426902),HROB(rs62078933),UFL1(rs9486467),NBN(rs117336080),ELOA(rs10917422),EXD2(rs543955772),SAMHD1(rs6072740),LMNA(rs11578696),RAD17(rs1561756),DGCR8(rs9605065),TONSL(rs55665465),SIRT7(rs146529730),RAD50(rs80094086)
GO:0098793	GOCC	presynapse	cause	-1.8851015378	0.00936833317874038	0.279894786990626	110	2443	572	1460	BSN(rs9883000),CADPS2(rs7777351),ERBB4(rs72948529),SNAP91(rs12202798),LIN7C(rs1131924),MCTP1(rs10035632),EFNB2(rs9514543),ATP2B2(rs58289070),CTNND1(rs80304923),NRXN1(rs17476536),PTPRD(rs2181158),PRSS12(rs74831531),DMXL2(rs4775950),USH2A(rs185920786),LAMP5(rs2232268),TNIK(rs9855285),ERBB4(rs72939861),DENND1A(rs10986088),IGSF21(rs79200985),CALB2(rs6499513),NLGN1(rs583514),CACNB2(rs77952637),BDNF(rs11030102),KCTD8(rs73247563),STX1B(rs9926533)
GO:0005911	GOCC	cell-cell junction	cause	-1.8093843608	0.0096761831768538	0.279894786990626	106	2447	517	472	DAG1(rs9871024),MAGI2(rs67497467),PCDH9(rs1413573),AJAP1(rs61765001),CTNNA2(rs1434077),LIN7C(rs1131924),NRAP(rs4554804),MAGI1(rs34945136),EFNB2(rs9514543),CTNND1(rs80304923),PLEKHA7(rs4757466),PTK7(rs6941837),CDH11(rs973199),PATJ(rs991007),PARD6G(rs8092249),CDH13(rs9938031),PARD3B(rs849253),ABI2(rs2246849),GRHL2(rs775952),MAGI3(rs6537792),SLC2A2(rs73169730),FRMD5(rs524908),TEK(rs622232),IGSF21(rs79200985),CDH13(rs4782784)
GO:0031616	GOCC	spindle pole centrosome	cause	-0.1068754	0.00982681455536097	0.279894786990626	2	2551	14	1072	NPM1(rs11134697),UBXN2B(rs6993992)
GO:0022627	GOCC	cytosolic small ribosomal subunit	pleio	0.19124737	0.0103124361854196	0.36567279767667	3	1780	45	1968	RPS26(rs1131017),RPS21(rs6089356),RPS18(rs466886)
GO:0030139	GOCC	endocytic vesicle	pleio	1.030916784	0.0104392764857881	0.36567279767667	41	1742	350	1842	RAB5B(rs705699),CAMK2B(rs62459111),GRIA1(rs78056779),LRP1(rs11172113),ATG14(rs946059),FLOT2(rs6505095),MYO1C(rs2286872),WNT7B(rs28971325),IL7R(rs7717955),GRIA1(rs56161084),IGF2R(rs73021669),RAB34(rs11545700),ABCA1(rs13292447),KIAA0319(rs114993464),ENTPD7(rs72832512),AVPR1A(rs1042615),SFTPA2(rs4794),ATP6V0D1(rs8063771),HLA-A(rs116395178),HP(rs4788458),RAB38(rs17752936),VAMP8(rs62165907),SFTPA1(rs4253515),CLTC(rs78680565),NCF2(rs12753665)
GO:0030867	GOCC	rough endoplasmic reticulum membrane	pleio	0.26899499	0.0114837976122797	0.36567279767667	6	1777	25	598	RPS26(rs1131017),RPL27(rs1567832),SRP9(rs7548080),PLOD2(rs1562700),CCDC47(rs75208831),SUCO(rs188255383)
GO:0005815	GOCC	microtubule organizing center	cause	-2.439432366	0.0116359447004608	0.312297855773839	150	2403	877	824	NPM1(rs11134697),MAD1L1(rs56016347),MAGI2(rs67497467),KIF15(rs10514710),EYS(rs354365),WDR90(rs7189028),SLF1(rs55974730),HIPK1(rs10732635),CEP128(rs4016442),PLEKHA7(rs4757466),FNIP2(rs35613171),MAP4(rs1061003),PATJ(rs991007),EYS(rs961518),CCDC102B(rs181328909),MTUS2(rs113314114),USH2A(rs185920786),ITGB6(rs72623113),CCDC102B(rs35585917),LRP1(rs17547610),CLIP1(rs11616059),MFAP1(rs663214),EXOC4(rs73156959),CDC14C(rs1638974),GLG1(rs7200644)
GO:0005886	GOCC	plasma membrane	pleio	10.0411955161	0.0117701899545508	0.36567279767667	581	1202	5958	1561	RAB5B(rs705699),NCAM1(rs7947502),ERBB3(rs7297175),LGR5(rs6582037),BTN3A2(rs34637389),GRIA1(rs78056779),C8A(rs682479),LYVE1(rs11042892),CFL1(rs654638),TRPC7(rs237614),C8B(rs684844),PMEL(rs2069408),LRP1(rs11172113),FTO(rs1111483),NPC1(rs891386),PARVA(rs72859092),HLA-DMA(rs580962),TCN2(rs2240433),PARVA(rs2288289),PACSIN1(rs6919434),ADGRG3(rs7190038),CNKSR3(rs2499648),IPCEF1(rs2499648),NECTIN3(rs7372838),KCTD16(rs7713840)
GO:0099569	GOCC	presynaptic cytoskeleton	cause	-0.17483044	0.0120381406436234	0.312297855773839	5	2548	11	702	BSN(rs9883000),RIMS1(rs1546914),RIMS3(rs7368217),SEPTIN3(rs739296),RIMS2(rs62528382)
