pway	onto	desc	dir	sum	pval	padj	l_in	l_out	l_pway	idx	leading_edge
GO:0034331	GOMF	cell junction maintenance	cause	-0.150632	0.00485997497834665	0.990196078431373	3	2488	8	5547	BSN(rs9883000),DLG1(rs73210543),SHANK2(rs79218369)
GO:0008013	GOMF	beta-catenin binding	cause	-0.66905029	0.00487287113426931	0.990196078431373	30	2461	107	4295	TCF4(rs613872),AJAP1(rs61765001),CTNNA2(rs1434077),SMAD3(rs28360855),CTNND1(rs80304923),CDH11(rs973199),CDH13(rs9938031),ADNP(rs2426212),MED12L(rs17283052),SETD1A(rs4889603),CDH23(rs7070424),CDH13(rs4782784),CDH12(rs66485180),PRKN(rs7769048),RORA(rs11635314),PRKN(rs9347580),AXIN1(rs17136255),CDH23(rs3998530),CDH9(rs17497028),CDH15(rs3785415),SMAD7(rs9953366),ASH2L(rs79985420),CTNNA1(rs28745577),NUMB(rs117526918),PTPRK(rs118104921)
GO:0043954	GOMF	cellular component maintenance	cause	-0.150632	0.00527552885870985	0.990196078431373	3	2488	8	3729	BSN(rs9883000),DLG1(rs73210543),SHANK2(rs79218369)
GO:0099558	GOMF	maintenance of synapse structure	cause	-0.150632	0.00559030276194166	0.990196078431373	3	2488	8	5141	BSN(rs9883000),DLG1(rs73210543),SHANK2(rs79218369)
GO:0030619	GOMF	U1 snRNA binding	pleio	0.182244	0.00609608884596813	0.690347103053214	2	1766	8	3664	SNRPC(rs75398113),COIL(rs76847938)
GO:0003676	GOMF	nucleic acid binding	cause	-7.7600304604	0.00638957423926109	0.990196078431373	526	1965	4014	1262	APEH(rs4855882),FOXP2(rs12672683),NPM1(rs11134697),EIF4E3(rs114113354),FAM120A(rs7869969),PRPF3(rs2797653),TCF4(rs613872),MRPS21(rs580060),PURG(rs2725371),RBM6(rs7615318),ERBB4(rs72948529),ADARB2(rs34314544),DDB2(rs3758667),CELF4(rs12967855),NUFIP2(rs8614),ZNF502(rs56084453),CIART(rs1122967),DHX30(rs13079407),TOX(rs6471755),SMARCC1(rs7649393),HIVEP1(rs9470821),POU6F2(rs6462922),SMAD3(rs28360855),SELENOH(rs9420),ADNP2(rs3744877)
GO:0043178	GOMF	alcohol binding	pleio	0.329511	0.0067275028308799	0.690347103053214	7	1761	90	5279	TRPC7(rs237614),NPC1(rs891386),ASTN2(rs6478241),OSBP2(rs136300),ABCA1(rs13292447),ABCG1(rs4148089),ITPR2(rs78324748)
GO:0071702	GOMF	organic substance transport	pleio	1.234014936	0.00678626620976954	0.690347103053214	48	1720	516	1191	MFSD1(rs6802844),GRIA1(rs78056779),SLC25A21(rs1403),NPC1(rs891386),SLC28A3(rs17427184),SLC23A2(rs8122118),ESYT1(rs11171747),SLC43A2(rs60664535),SLC38A1(rs2408496),RHAG(rs2396912),ABCC2(rs79231974),ANKH(rs258360),SLC38A2(rs7968283),SLC38A7(rs12448028),TMEM241(rs9959326),TNFAIP8L3(rs11857810),GRIA1(rs56161084),SLCO1A2(rs7967403),SLC6A11(rs9815640),SLC51A(rs17852687),SLCO1B1(rs71446757),ABCA1(rs13292447),ABCG1(rs4148089),PITPNC1(rs2642063),SLC7A2(rs7823213)
GO:0099094	GOMF	ligand-gated monoatomic cation channel activity	pleio	0.46015308	0.00681879557115852	0.690347103053214	12	1756	137	4984	GRIA1(rs78056779),CHRNB4(rs2904130),ANO1(rs875107),CHRNA3(rs2067808),CHRNA5(rs615470),KCNN2(rs40179),GRIA1(rs56161084),ITPR2(rs78324748),GRIK4(rs12361023),KCNH2(rs1137617),TPCN1(rs59151286),GRIN2A(rs1097844)
GO:0032182	GOMF	ubiquitin-like protein binding	pleio	0.678043551	0.00741828865222181	0.690347103053214	22	1746	124	1934	ILRUN(rs6907508),PRKN(rs9458264),CUEDC2(rs12778231),PML(rs743581),PRKN(rs2024588),FAF1(rs6672112),TOM1L2(rs9911890),SMAD3(rs139899275),CBX4(rs73422123),NBR1(rs71379212),USP16(rs2254872),TRIM32(rs76973802),ASCC2(rs9614071),RAE1(rs6025518),RNF31(rs927493),SMAD3(rs28503201),UBXN7(rs7618867),FBXW7(rs78372436),TOLLIP(rs117572864),RNF168(rs4393941),TAB2(rs9390677),TP53INP2(rs73902680)
GO:0046983	GOMF	protein dimerization activity	pleio	2.233756517	0.00819805194805195	0.690347103053214	102	1666	1069	2299	ERBB3(rs7297175),SNRPC(rs75398113),CAMK2B(rs62459111),BLOC1S6(rs4337250),MFSD1(rs6802844),HSD17B4(rs179193),NECTIN3(rs7372838),NPAS3(rs72680158),ZNF174(rs37813),ANO1(rs875107),PML(rs743581),LDB1(rs35366855),KCNN2(rs40179),NOLC1(rs7897),AHRR(rs72717418),LILRB1(rs1654660),GSTA4(rs6911986),FOXP2(rs79606018),AOC1(rs1049748),COMMD1(rs79055900),RELA(rs732072),EFEMP2(rs633800),NTRK1(rs2644600),TERF2(rs72797157),TMEM266(rs3784449)
GO:0035639	GOMF	purine ribonucleoside triphosphate binding	cause	-4.339534764	0.00844058164800267	0.990196078431373	281	2210	1825	3113	GMPPB(rs7628207),IP6K1(rs9870858),UBA7(rs58339610),CPS1(rs72934339),CAMKV(rs62260755),TARS2(rs7553867),PCCB(rs9812513),ERBB4(rs72948529),KIF15(rs10514710),RHOT2(rs7202316),HIPK1(rs10732635),MAGI1(rs34945136),DHX30(rs13079407),STK32B(rs735287),GATB(rs9998462),ATP2B2(rs58289070),ADCY2(rs76122614),CLP1(rs7117878),PTK7(rs6941837),RARS2(rs2295086),DCLK2(rs556939470),MST1R(rs2230593),ARFRP1(rs6062498),TNIK(rs9855285),KIF26B(rs12403095)
GO:0038131	GOMF	neuregulin receptor activity	pleio	0.17152626	0.00859062686059369	0.690347103053214	2	1766	3	1307	ERBB3(rs7297175),ERBB4(rs77063651)
GO:0051234	GOMF	establishment of localization	pleio	2.8698212013	0.00973493975903614	0.690347103053214	138	1630	1395	1659	MFSD1(rs6802844),GRIA1(rs78056779),LYVE1(rs11042892),TRPC7(rs237614),SLC25A21(rs1403),LRP1(rs11172113),NPC1(rs891386),IPCEF1(rs2499648),CHRNB4(rs2904130),SLC28A3(rs17427184),COX5A(rs12148513),SLC23A2(rs8122118),ANO1(rs875107),ESYT1(rs11171747),CHRNA3(rs2067808),SLC30A4(rs2643718),CHRNA5(rs615470),SLC43A2(rs60664535),KCNH4(rs939881),SLC38A1(rs2408496),GPM6A(rs7677621),KCNN2(rs40179),RHAG(rs2396912),SLC9A3(rs72700688),GABRB2(rs72813596)
GO:0046943	GOMF	carboxylic acid transmembrane transporter activity	pleio	0.649188136	0.00976883644453042	0.690347103053214	21	1747	186	1220	GRIA1(rs78056779),SLC25A21(rs1403),SLC23A2(rs8122118),SLC43A2(rs60664535),SLC38A1(rs2408496),ABCC2(rs79231974),SLC38A2(rs7968283),SLC38A7(rs12448028),GRIA1(rs56161084),SLCO1A2(rs7967403),SLC6A11(rs9815640),SLC51A(rs17852687),SLCO1B1(rs71446757),SLC7A2(rs7823213),SLC25A13(rs10156143),SLC38A4(rs4497488),GRIK4(rs12361023),SERINC5(rs145973205),SLC25A29(rs7143776),GRIN2A(rs1097844),SLC6A6(rs1156568)
GO:0016500	GOMF	protein-hormone receptor activity	pleio	0.1688328	0.00976883644453042	0.690347103053214	2	1766	21	5006	LGR5(rs6582037),INSRR(rs10908521)
GO:0016884	GOMF	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	cause	-0.16263	0.00981058766391452	0.990196078431373	4	2487	10	2499	CPS1(rs72934339),GATB(rs9998462),GATC(rs7137953),ASNS(rs6959868)
GO:0030627	GOMF	pre-mRNA 5'-splice site binding	pleio	0.16267986	0.0102977161500816	0.690347103053214	2	1766	2	1846	SNRPC(rs75398113),PRPF39(rs79367396)
GO:0032559	GOMF	adenyl ribonucleotide binding	cause	-4.004832558	0.0103770677077982	0.990196078431373	257	2234	1541	1237	IP6K1(rs9870858),UBA7(rs58339610),CPS1(rs72934339),CAMKV(rs62260755),TARS2(rs7553867),PCCB(rs9812513),ERBB4(rs72948529),KIF15(rs10514710),CHST15(rs28423034),HIPK1(rs10732635),MAGI1(rs34945136),DHX30(rs13079407),STK32B(rs735287),GATB(rs9998462),ATP2B2(rs58289070),RAPGEF4(rs7584826),ADCY2(rs76122614),CLP1(rs7117878),PTK7(rs6941837),RARS2(rs2295086),DCLK2(rs556939470),MST1R(rs2230593),HS3ST5(rs13199095),TNIK(rs9855285),KIF26B(rs12403095)
GO:0006810	GOMF	transport	pleio	2.8333888013	0.0104328065282512	0.690347103053214	136	1632	1380	174	MFSD1(rs6802844),GRIA1(rs78056779),LYVE1(rs11042892),TRPC7(rs237614),SLC25A21(rs1403),LRP1(rs11172113),NPC1(rs891386),IPCEF1(rs2499648),CHRNB4(rs2904130),SLC28A3(rs17427184),COX5A(rs12148513),SLC23A2(rs8122118),ANO1(rs875107),ESYT1(rs11171747),CHRNA3(rs2067808),SLC30A4(rs2643718),CHRNA5(rs615470),SLC43A2(rs60664535),KCNH4(rs939881),SLC38A1(rs2408496),GPM6A(rs7677621),KCNN2(rs40179),RHAG(rs2396912),SLC9A3(rs72700688),GABRB2(rs72813596)
GO:0032454	GOMF	histone H3K9 demethylase activity	cause	-0.1005604	0.0107744826114786	0.990196078431373	2	2489	14	3059	PHF2(rs10992790),HR(rs6557830)
GO:0051179	GOMF	localization	pleio	2.8698212013	0.0108801034148443	0.690347103053214	138	1630	1395	6288	MFSD1(rs6802844),GRIA1(rs78056779),LYVE1(rs11042892),TRPC7(rs237614),SLC25A21(rs1403),LRP1(rs11172113),NPC1(rs891386),IPCEF1(rs2499648),CHRNB4(rs2904130),SLC28A3(rs17427184),COX5A(rs12148513),SLC23A2(rs8122118),ANO1(rs875107),ESYT1(rs11171747),CHRNA3(rs2067808),SLC30A4(rs2643718),CHRNA5(rs615470),SLC43A2(rs60664535),KCNH4(rs939881),SLC38A1(rs2408496),GPM6A(rs7677621),KCNN2(rs40179),RHAG(rs2396912),SLC9A3(rs72700688),GABRB2(rs72813596)
GO:0019865	GOMF	immunoglobulin binding	pleio	0.198397	0.0112447116455132	0.690347103053214	3	1765	26	6326	GRIA1(rs78056779),LGALS3(rs1009978),GRIA1(rs56161084)
GO:0005342	GOMF	organic acid transmembrane transporter activity	pleio	0.649188136	0.0113995485327314	0.690347103053214	21	1747	187	5866	GRIA1(rs78056779),SLC25A21(rs1403),SLC23A2(rs8122118),SLC43A2(rs60664535),SLC38A1(rs2408496),ABCC2(rs79231974),SLC38A2(rs7968283),SLC38A7(rs12448028),GRIA1(rs56161084),SLCO1A2(rs7967403),SLC6A11(rs9815640),SLC51A(rs17852687),SLCO1B1(rs71446757),SLC7A2(rs7823213),SLC25A13(rs10156143),SLC38A4(rs4497488),GRIK4(rs12361023),SERINC5(rs145973205),SLC25A29(rs7143776),GRIN2A(rs1097844),SLC6A6(rs1156568)
GO:0030554	GOMF	adenyl nucleotide binding	cause	-4.207325716	0.011486409644035	0.990196078431373	272	2219	1635	2641	IP6K1(rs9870858),UBA7(rs58339610),CPS1(rs72934339),CAMKV(rs62260755),TARS2(rs7553867),PCCB(rs9812513),ERBB4(rs72948529),KIF15(rs10514710),DPYD(rs61787778),CHST15(rs28423034),HIPK1(rs10732635),MAGI1(rs34945136),DHX30(rs13079407),STK32B(rs735287),GATB(rs9998462),ATP2B2(rs58289070),RAPGEF4(rs7584826),ADCY2(rs76122614),CLP1(rs7117878),PTK7(rs6941837),RARS2(rs2295086),DCLK2(rs556939470),CRYM(rs226059),MST1R(rs2230593),HS3ST5(rs13199095)
GO:0035575	GOMF	histone H4K20 demethylase activity	cause	-0.0964089	0.0118683901292597	0.990196078431373	2	2489	4	4617	PHF2(rs10992790),RSBN1(rs2797408)
GO:0005006	GOMF	epidermal growth factor receptor activity	cause	-0.0909782	0.012675702811245	0.990196078431373	2	2489	3	52	ERBB4(rs72948529),ERBB4(rs72939861)
GO:1905039	GOMF	carboxylic acid transmembrane transport	pleio	0.653508896	0.0127300226871691	0.690347103053214	22	1746	188	6522	GRIA1(rs78056779),SLC25A21(rs1403),SLC23A2(rs8122118),SLC43A2(rs60664535),SLC38A1(rs2408496),ABCC2(rs79231974),SLC38A2(rs7968283),SLC38A7(rs12448028),GRIA1(rs56161084),SLCO1A2(rs7967403),SLC6A11(rs9815640),SLC51A(rs17852687),SLCO1B1(rs71446757),SLC7A2(rs7823213),SLC25A13(rs10156143),SLC38A4(rs4497488),GRIK4(rs12361023),SLC35D1(rs2815369),SERINC5(rs145973205),SLC25A29(rs7143776),GRIN2A(rs1097844),SLC6A6(rs1156568)
GO:0034330	GOMF	cell junction organization	cause	-0.16982457	0.0132406921866807	0.990196078431373	5	2486	26	2651	BSN(rs9883000),DLG1(rs73210543),SHANK2(rs79218369),INA(rs7076274),ACTG1(rs1135989)
GO:0000339	GOMF	RNA cap binding	cause	-0.094337	0.0133987795171133	0.990196078431373	2	2489	20	1000	EIF4E3(rs114113354),AGO2(rs7009635)
GO:0000340	GOMF	RNA 7-methylguanosine cap binding	cause	-0.094337	0.0135588669620083	0.990196078431373	2	2489	13	4356	EIF4E3(rs114113354),AGO2(rs7009635)
GO:0022848	GOMF	acetylcholine-gated monoatomic cation-selective channel activity	pleio	0.1823664	0.0135862254506322	0.690347103053214	3	1765	17	1724	CHRNB4(rs2904130),CHRNA3(rs2067808),CHRNA5(rs615470)
GO:0042803	GOMF	protein homodimerization activity	pleio	1.738054849	0.0136523384698567	0.690347103053214	77	1691	718	1437	SNRPC(rs75398113),CAMK2B(rs62459111),BLOC1S6(rs4337250),MFSD1(rs6802844),HSD17B4(rs179193),NECTIN3(rs7372838),ZNF174(rs37813),ANO1(rs875107),PML(rs743581),LDB1(rs35366855),KCNN2(rs40179),LILRB1(rs1654660),GSTA4(rs6911986),FOXP2(rs79606018),AOC1(rs1049748),COMMD1(rs79055900),RELA(rs732072),EFEMP2(rs633800),NTRK1(rs2644600),TERF2(rs72797157),TMEM266(rs3784449),PCYT1A(rs17852687),SLC51A(rs17852687),SMAD3(rs139899275),GDNF(rs2910700)
GO:0007173	GOMF	epidermal growth factor receptor signaling pathway	cause	-0.0909782	0.0136560302866414	0.990196078431373	2	2489	3	3767	ERBB4(rs72948529),ERBB4(rs72939861)
GO:0050808	GOMF	synapse organization	cause	-0.16982457	0.0138242540377772	0.990196078431373	5	2486	26	3726	BSN(rs9883000),DLG1(rs73210543),SHANK2(rs79218369),INA(rs7076274),ACTG1(rs1135989)
GO:0007271	GOMF	synaptic transmission, cholinergic	pleio	0.1823664	0.0139676393306597	0.690347103053214	3	1765	22	1937	CHRNB4(rs2904130),CHRNA3(rs2067808),CHRNA5(rs615470)
GO:0043130	GOMF	ubiquitin binding	pleio	0.598835151	0.0140316754654071	0.690347103053214	20	1748	105	3409	ILRUN(rs6907508),PRKN(rs9458264),CUEDC2(rs12778231),PRKN(rs2024588),FAF1(rs6672112),TOM1L2(rs9911890),SMAD3(rs139899275),NBR1(rs71379212),USP16(rs2254872),TRIM32(rs76973802),ASCC2(rs9614071),RAE1(rs6025518),RNF31(rs927493),SMAD3(rs28503201),UBXN7(rs7618867),FBXW7(rs78372436),TOLLIP(rs117572864),RNF168(rs4393941),TAB2(rs9390677),TP53INP2(rs73902680)
GO:0030955	GOMF	potassium ion binding	cause	-0.093199	0.0141774284110051	0.990196078431373	2	2489	13	2792	CPS1(rs72934339),HDAC4(rs62182931)
GO:1903825	GOMF	organic acid transmembrane transport	pleio	0.653508896	0.0144761358750179	0.690347103053214	22	1746	189	6418	GRIA1(rs78056779),SLC25A21(rs1403),SLC23A2(rs8122118),SLC43A2(rs60664535),SLC38A1(rs2408496),ABCC2(rs79231974),SLC38A2(rs7968283),SLC38A7(rs12448028),GRIA1(rs56161084),SLCO1A2(rs7967403),SLC6A11(rs9815640),SLC51A(rs17852687),SLCO1B1(rs71446757),SLC7A2(rs7823213),SLC25A13(rs10156143),SLC38A4(rs4497488),GRIK4(rs12361023),SLC35D1(rs2815369),SERINC5(rs145973205),SLC25A29(rs7143776),GRIN2A(rs1097844),SLC6A6(rs1156568)
GO:0015464	GOMF	acetylcholine receptor activity	pleio	0.1823664	0.0147682409709022	0.690347103053214	3	1765	22	3017	CHRNB4(rs2904130),CHRNA3(rs2067808),CHRNA5(rs615470)
GO:0003723	GOMF	RNA binding	cause	-3.525308873	0.0152314884632785	0.990196078431373	227	2264	1675	108	APEH(rs4855882),NPM1(rs11134697),EIF4E3(rs114113354),FAM120A(rs7869969),PRPF3(rs2797653),MRPS21(rs580060),PURG(rs2725371),RBM6(rs7615318),ADARB2(rs34314544),CELF4(rs12967855),NUFIP2(rs8614),DHX30(rs13079407),SELENOH(rs9420),MAP4(rs1061003),RARS2(rs2295086),CELF4(rs9973081),CWC22(rs4893886),ELAVL2(rs10811962),TNRC6B(rs62236842),MRPL10(rs62076133),RPL11(rs2280437),LRP1(rs17547610),NCOA5(rs2425752),DDX20(rs197393),PABPN1(rs45528934)
GO:0046718	GOMF	symbiont entry into host cell	pleio	0.33462453	0.0154812998160638	0.690347103053214	9	1759	81	6163	NCAM1(rs7947502),NPC1(rs891386),TYRO3(rs28508151),AXL(rs4803446),DAG1(rs143719425),TNFRSF14(rs7544646),HSPA1A(rs1043620),MOG(rs147285811),CDHR3(rs75516541)
GO:0038127	GOMF	ERBB signaling pathway	cause	-0.0909782	0.015519360786724	0.990196078431373	2	2489	3	3509	ERBB4(rs72948529),ERBB4(rs72939861)
GO:0005231	GOMF	excitatory extracellular ligand-gated monoatomic ion channel activity	pleio	0.1823664	0.0158208020050125	0.690347103053214	3	1765	36	3581	CHRNB4(rs2904130),CHRNA3(rs2067808),CHRNA5(rs615470)
GO:0019003	GOMF	GDP binding	pleio	0.264599514	0.0159305993690852	0.690347103053214	6	1762	76	5253	RAB5B(rs705699),RAB5C(rs9889776),RAB29(rs41302139),RHEB(rs116935521),DIRAS2(rs78445818),RAB12(rs138784383)
GO:0051701	GOMF	biological process involved in interaction with host	pleio	0.33462453	0.0162144806550008	0.690347103053214	9	1759	82	767	NCAM1(rs7947502),NPC1(rs891386),TYRO3(rs28508151),AXL(rs4803446),DAG1(rs143719425),TNFRSF14(rs7544646),HSPA1A(rs1043620),MOG(rs147285811),CDHR3(rs75516541)
GO:0098918	GOMF	structural constituent of synapse	cause	-0.16982457	0.0164521909105718	0.990196078431373	5	2486	26	6346	BSN(rs9883000),DLG1(rs73210543),SHANK2(rs79218369),INA(rs7076274),ACTG1(rs1135989)
GO:0046942	GOMF	carboxylic acid transport	pleio	0.653944081	0.0165818420620588	0.690347103053214	23	1745	196	6479	GRIA1(rs78056779),SLC25A21(rs1403),SLC23A2(rs8122118),SLC43A2(rs60664535),SLC38A1(rs2408496),ABCC2(rs79231974),SLC38A2(rs7968283),SLC38A7(rs12448028),GRIA1(rs56161084),SLCO1A2(rs7967403),SLC6A11(rs9815640),SLC51A(rs17852687),SLCO1B1(rs71446757),SLC7A2(rs7823213),SLC25A13(rs10156143),SLC38A4(rs4497488),GRIK4(rs12361023),SLC35D1(rs2815369),SERINC5(rs145973205),SLC25A29(rs7143776),GRIN2A(rs1097844),SLCO3A1(rs139455106),SLC6A6(rs1156568)
GO:0038131	GOMF	neuregulin receptor activity	cause	-0.0909782	0.0167468081578511	0.990196078431373	2	2489	3	1307	ERBB4(rs72948529),ERBB4(rs72939861)
GO:0044403	GOMF	biological process involved in symbiotic interaction	pleio	0.33462453	0.0168277240919693	0.690347103053214	9	1759	82	2142	NCAM1(rs7947502),NPC1(rs891386),TYRO3(rs28508151),AXL(rs4803446),DAG1(rs143719425),TNFRSF14(rs7544646),HSPA1A(rs1043620),MOG(rs147285811),CDHR3(rs75516541)
GO:0016032	GOMF	viral process	pleio	0.33462453	0.0171477079796265	0.690347103053214	9	1759	81	1717	NCAM1(rs7947502),NPC1(rs891386),TYRO3(rs28508151),AXL(rs4803446),DAG1(rs143719425),TNFRSF14(rs7544646),HSPA1A(rs1043620),MOG(rs147285811),CDHR3(rs75516541)
GO:0003727	GOMF	single-stranded RNA binding	pleio	0.33913655	0.0172708618331053	0.690347103053214	9	1759	85	2944	SNRPC(rs75398113),RBMS3(rs6549951),ZC3H14(rs11629164),PTBP1(rs351974),CBX4(rs73422123),STRBP(rs72616644),DHX58(rs76296207),ATXN1(rs56171990),PPIE(rs187722584)
GO:0031690	GOMF	adrenergic receptor binding	pleio	0.1335663	0.017273815631948	0.690347103053214	2	1766	18	2789	GRIA1(rs78056779),GRIA1(rs56161084)
GO:0016595	GOMF	glutamate binding	cause	-0.11499524	0.0174047906255385	0.990196078431373	3	2488	8	3777	CPS1(rs72934339),GRIN2B(rs7134291),SLC1A3(rs3733811)
GO:0015849	GOMF	organic acid transport	pleio	0.653944081	0.0175012996014556	0.690347103053214	23	1745	197	3036	GRIA1(rs78056779),SLC25A21(rs1403),SLC23A2(rs8122118),SLC43A2(rs60664535),SLC38A1(rs2408496),ABCC2(rs79231974),SLC38A2(rs7968283),SLC38A7(rs12448028),GRIA1(rs56161084),SLCO1A2(rs7967403),SLC6A11(rs9815640),SLC51A(rs17852687),SLCO1B1(rs71446757),SLC7A2(rs7823213),SLC25A13(rs10156143),SLC38A4(rs4497488),GRIK4(rs12361023),SLC35D1(rs2815369),SERINC5(rs145973205),SLC25A29(rs7143776),GRIN2A(rs1097844),SLCO3A1(rs139455106),SLC6A6(rs1156568)
GO:0017166	GOMF	vinculin binding	cause	-0.14753832	0.0176542562489075	0.990196078431373	4	2487	12	2135	DAG1(rs9871024),NRAP(rs4554804),UTRN(rs6926377),CTNNA1(rs28745577)
GO:0031698	GOMF	beta-2 adrenergic receptor binding	pleio	0.1335663	0.0177130831287268	0.690347103053214	2	1766	6	5658	GRIA1(rs78056779),GRIA1(rs56161084)
GO:0060079	GOMF	excitatory postsynaptic potential	pleio	0.1823664	0.0177723033609009	0.690347103053214	3	1765	36	3294	CHRNB4(rs2904130),CHRNA3(rs2067808),CHRNA5(rs615470)
GO:0051393	GOMF	alpha-actinin binding	cause	-0.188393424	0.0180582871446451	0.990196078431373	6	2485	28	3341	DAG1(rs9871024),NRAP(rs4554804),MAGI1(rs34945136),MAGI1(rs9854638),PDLIM1(rs45527542),TTN(rs62621206)
GO:0099566	GOMF	regulation of postsynaptic cytosolic calcium ion concentration	pleio	0.1335663	0.0182310469314079	0.690347103053214	2	1766	7	166	GRIA1(rs78056779),GRIA1(rs56161084)
